Trader,Asset Name,Status,Trade Type,Payout,Investment,Trader Profit,Trading Strike,Close Strike,Trading Time,Close Time
trader E,EUR/JPY,Closed,Put,1.85,45000,-45000,131.742,131.798,2021-06-22 13:10:00.230,2021-06-22 13:15:00.230
trader C,NZD/JPY,Closed,Call,1.9,6000,-6000,64.248,64.233,2020-04-16 05:03:02.350,2020-04-16 05:04:02.350
trader C,GBP/JPY,Closed,Call,1.95,1000,-1000,135.048,135.029,2019-09-13 19:32:17.400,2019-09-13 19:33:17.400
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.60381,0.60397,2020-04-03 08:14:01.530,2020-04-03 08:14:01.530
trader C,AUD/JPY,Closed,Call,1.85,10000,8500,69.194,69.221,2020-04-27 06:20:06.010,2020-04-27 06:25:00.000
trader C,CAD/JPY,Closed,Put,1.88,1000,-1000,81.899,81.945,2019-12-09 14:34:59.960,2019-12-09 14:40:00.000
trader C,EUR/USD,Closed,Call,1.9,1000,900,1.19592,1.19607,2021-04-14 09:30:52.730,2021-04-14 09:31:52.730
trader C,EUR/JPY,Closed,Put,1.95,1000,-1000,119.866,119.868,2019-11-22 16:40:03.970,2019-11-22 16:41:03.970
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.6411,0.64126,2020-05-15 15:33:00.440,2020-05-15 15:34:00.440
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.12644,1.12698,2020-06-09 07:59:01.940,2020-06-09 08:02:01.940
trader C,NZD/JPY,Closed,Call,1.85,5000,4250,64.543,64.586,2020-05-13 03:14:58.520,2020-05-13 03:20:00.000
trader C,AUD/USD,Closed,Call,1.95,2000,-2000,0.67447,0.67441,2019-10-07 08:12:00.550,2019-10-07 08:12:00.550
trader C,USD/JPY,Closed,Call,1.85,1700,1445,109.022,109.028,2019-11-11 17:59:59.060,2019-11-11 18:04:59.060
trader C,GBP/JPY,Closed,Call,1.85,10000,-10000,132.457,132.434,2020-04-21 23:09:58.930,2020-04-21 23:15:00.000
trader C,EUR/USD,Closed,Call,1.85,6000,-6000,1.18654,1.18645,2021-03-09 04:00:08.470,2021-03-09 04:05:00.000
trader C,AUD/NZD,Closed,Put,1.85,5010,4258.5,1.07351,1.07343,2020-05-25 14:04:50.720,2020-05-25 14:10:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,108.923,108.912,2020-06-03 16:48:27.340,2020-06-03 16:51:27.340
trader C,EUR/USD,Closed,Put,1.95,1000,-1000,1.10027,1.10059,2019-09-16 15:08:08.570,2019-09-16 15:09:08.570
trader C,CAD/JPY,Closed,Call,1.85,1000,-1000,80.722,80.707,2020-12-03 09:05:00.910,2020-12-03 09:10:00.000
trader C,USD/CAD,Closed,Call,1.85,1000,850,1.30875,1.30942,2020-11-23 15:54:12.500,2020-11-23 16:00:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,900,108.089,108.074,2020-06-09 07:08:00.510,2020-06-09 07:11:00.510
trader C,EUR/USD,Closed,Call,1.85,1000,-1000,1.17661,1.17607,2020-11-11 13:03:59.380,2020-11-11 13:08:59.380
trader C,GBP/JPY,Sold,Call,1.9,1000,-882.594,136.378,136.34,2020-07-22 14:43:21.410,2020-07-22 14:44:55.223
trader C,USD/JPY,Closed,Put,1.9,2000,1800,107.214,107.191,2020-05-11 07:16:05.130,2020-05-11 07:19:05.130
trader C,GBP/JPY,Closed,Call,1.85,1000,-1000,140.039,140.039,2019-10-22 13:19:53.130,2019-10-22 13:24:53.130
trader C,USD/CHF,Sold,Put,1.85,1000,137.2106,0.97225,0.97219,2020-05-18 07:33:45.110,2020-05-18 07:38:51.763
trader C,GBP/JPY,Closed,Put,1.9,1000,900,138.956,138.906,2020-06-08 06:50:01.100,2020-06-08 06:53:01.100
trader C,USD/CHF,Closed,Put,1.85,5000,-5000,0.97187,0.97204,2020-05-19 01:12:37.170,2020-05-19 01:15:00.000
trader C,USD/JPY,Closed,Call,1.9,2000,-2000,107.757,107.733,2020-05-20 03:00:02.850,2020-05-20 03:03:02.850
trader C,EUR/JPY,Closed,Put,1.85,1000,850,130.491,130.446,2021-04-16 08:01:20.840,2021-04-16 08:10:00.000
trader C,USD/JPY,Closed,Call,1.85,7800,6630,108.968,108.978,2019-11-06 06:45:04.250,2019-11-06 06:50:04.250
trader C,AUD/USD,Closed,Call,1.85,1000,-1000,0.76386,0.76372,2021-03-28 23:00:10.920,2021-03-28 23:05:10.920
trader C,EUR/AUD,Closed,Put,1.88,20000,-20000,1.83212,1.83377,2020-03-24 10:59:49.560,2020-03-24 11:05:00.000
trader C,USD/CHF,Closed,Call,1.85,1000,-1000,0.89415,0.89408,2020-12-03 02:50:00.020,2020-12-03 02:55:00.000
trader C,EUR/USD,Closed,Call,1.9,1000,-1000,1.19614,1.19608,2021-04-16 06:29:27.520,2021-04-16 06:29:27.520
trader C,CHF/JPY,Closed,Put,1.88,1000,-1000,109.989,110.007,2019-11-05 07:20:00.340,2019-11-05 07:25:00.000
trader C,GBP/USD,Closed,Call,1.88,21000,-21000,1.20429,1.20285,2020-03-18 07:48:13.840,2020-03-18 08:00:00.000
trader C,GBP/JPY,Closed,Call,1.85,5000,4250,132.86,132.899,2020-04-24 01:35:03.040,2020-04-24 01:40:00.000
trader C,NZD/JPY,Sold,Put,1.9,1000,-672.1,71.023,71.05,2020-06-08 15:11:06.700,2020-06-08 15:11:29.487
trader C,USD/JPY,Closed,Call,1.85,2000,1700,107.198,107.216,2020-05-15 03:39:05.550,2020-05-15 03:44:05.550
trader C,USD/JPY,Closed,Call,1.85,1000,850,109.097,109.109,2021-03-17 04:30:00.980,2021-03-17 04:35:00.980
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.08405,1.08388,2020-05-06 04:59:46.640,2020-05-06 05:05:00.000
trader A,BITCOIN,Closed,Put,2.05,2984,3133.2,34397.7,34267,2021-06-21 06:21:23.910,2021-06-21 06:24:23.910
trader C,AUD/JPY,Closed,Call,1.9,1000,900,75.752,75.809,2020-06-08 14:40:01.590,2020-06-08 14:43:01.590
trader C,CAD/JPY,Closed,Put,1.85,1400,-1400,80.7,80.707,2020-12-02 06:10:00.150,2020-12-02 06:15:00.000
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.11297,1.11308,2019-10-24 00:10:01.440,2019-10-24 00:15:01.440
trader C,CHF/JPY,Closed,Call,1.88,2000,1760,107.933,107.95,2019-10-08 07:44:59.580,2019-10-08 07:50:00.000
trader A,BITCOIN,Closed,Call,2.05,2392,-2392,35456.1,35396.3,2021-06-21 00:07:00.040,2021-06-21 00:10:00.040
trader C,EUR/GBP,Closed,Put,1.85,1000,-1000,0.90752,0.90753,2020-12-10 07:30:05.300,2020-12-10 07:35:00.000
trader C,USD/JPY,Closed,Put,1.95,1200,1140,108.483,108.482,2019-12-09 13:08:05.540,2019-12-09 13:09:05.540
trader C,USD/JPY,Closed,Call,1.88,1000,880,108.828,108.836,2019-10-29 16:00:31.570,2019-10-29 16:05:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,900,106.155,106.17,2020-05-07 04:06:00.350,2020-05-07 04:09:00.350
trader C,EUR/AUD,Closed,Put,1.85,1000,-1000,1.66739,1.66924,2020-05-13 11:55:17.570,2020-05-13 12:00:00.000
trader C,EUR/JPY,Closed,Put,1.85,2000,1700,119.509,119.488,2019-11-14 13:10:03.970,2019-11-14 13:15:03.970
trader C,EUR/AUD,Closed,Call,1.85,1000,-1000,1.62259,1.62209,2020-11-30 23:41:55.340,2020-11-30 23:50:00.000
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,103.953,103.937,2020-11-18 07:10:01.530,2020-11-18 07:15:00.000
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.69454,0.69482,2020-06-03 15:30:00.150,2020-06-03 15:33:00.150
trader C,EUR/USD,Closed,Put,1.88,2000,-2000,1.09863,1.09864,2019-10-07 11:10:07.370,2019-10-07 11:15:00.000
trader C,GOLD,Closed,Call,1.85,1000,850,1809.62,1810.04,2020-11-26 02:35:17.300,2020-11-26 02:40:00.000
trader C,GBP/USD,Closed,Call,1.88,20000,17600,1.27911,1.27978,2020-03-12 06:50:02.250,2020-03-12 07:00:00.000
trader C,USD/CAD,Closed,Put,1.88,20000,17600,1.4448,1.44269,2020-03-18 13:21:45.080,2020-03-18 13:35:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,104.288,104.288,2020-11-26 03:25:00.710,2020-11-26 03:26:00.710
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.127,107.141,2020-07-22 13:31:58.520,2020-07-22 13:31:58.520
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,107.328,107.345,2019-09-24 16:01:00.580,2019-09-24 16:02:00.580
trader C,EUR/GBP,Closed,Put,1.88,5000,4400,0.83329,0.83307,2020-02-17 11:17:23.760,2020-02-17 11:25:00.000
trader C,EUR/JPY,Closed,Call,1.85,1000,-1000,132.055,132.054,2021-06-23 04:00:01.090,2021-06-23 04:05:00.000
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.12659,1.12548,2020-06-09 08:13:06.950,2020-06-09 08:16:06.950
trader C,EUR/JPY,Closed,Call,1.88,1100,968,120.899,120.916,2019-10-29 13:30:00.560,2019-10-29 13:35:00.000
trader C,USD/JPY,Closed,Put,1.95,5000,-5000,108.741,108.749,2021-05-10 00:54:33.400,2021-05-10 00:55:03.400
trader C,EUR/JPY,Closed,Put,1.85,1000,850,120.393,120.386,2019-11-11 15:55:01.380,2019-11-11 16:00:01.380
trader C,AUD/USD,Closed,Put,1.9,1000,900,0.6307,0.63029,2020-04-21 02:51:50.970,2020-04-21 02:52:50.970
trader C,EUR/JPY,Closed,Put,1.85,1000,850,123.081,123.071,2020-11-19 06:36:38.510,2020-11-19 06:45:00.000
trader C,USD/CAD,Sold,Put,1.85,1000,601.9965,1.24044,1.24033,2021-04-27 05:00:00.640,2021-04-27 05:03:37.177
trader C,GBP/JPY,Closed,Put,1.9,1000,900,144.943,144.926,2021-02-10 17:27:59.550,2021-02-10 17:30:59.550
trader C,EUR/JPY,Closed,Call,1.85,1000,-1000,122.157,122.129,2020-06-09 15:47:17.590,2020-06-09 15:50:00.000
trader C,EUR/JPY,Closed,Call,1.95,1000,950,118.916,118.931,2019-09-17 00:03:05.110,2019-09-17 00:04:05.110
trader C,USD/JPY,Closed,Put,1.95,5000,4750,110.822,110.805,2021-04-01 00:54:38.420,2021-04-01 00:55:08.420
trader C,USD/JPY,Closed,Put,1.9,1000,900,107.537,107.521,2020-05-12 01:32:04.670,2020-05-12 01:35:04.670
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,130.402,130.418,2021-04-16 07:45:00.300,2021-04-16 07:50:00.000
trader C,NZD/USD,Closed,Call,1.85,5000,4250,0.61114,0.61115,2020-05-11 08:14:53.640,2020-05-11 08:20:00.000
trader C,CAD/JPY,Closed,Call,1.85,1000,-1000,81.315,81.309,2020-12-07 03:47:59.990,2020-12-07 03:50:00.000
trader C,EUR/JPY,Closed,Put,1.85,1500,-1500,120.908,120.925,2019-11-04 06:19:59.410,2019-11-04 06:24:59.410
trader C,USD/JPY,Sold,Put,1.85,10000,-8213.4,107.718,107.732,2020-04-24 00:30:04.750,2020-04-24 00:33:58.937
trader C,USD/JPY,Closed,Put,1.88,1000,880,108.919,108.909,2019-11-05 14:00:05.270,2019-11-05 14:05:00.000
trader C,USD/JPY,Closed,Call,1.85,3000,2550,106.439,106.48,2020-05-07 10:20:00.820,2020-05-07 10:25:00.000
trader C,USD/JPY,Closed,Put,2.3,1000,1300,109.081,109.071,2021-03-19 00:54:34.710,2021-03-19 00:55:04.710
trader C,AUD/USD,Closed,Call,1.9,10500,-10500,0.77141,0.77118,2021-03-08 06:07:05.540,2021-03-08 06:10:05.540
trader C,AUD/USD,Closed,Call,1.9,5000,4500,0.63082,0.63108,2020-04-16 00:16:03.440,2020-04-16 00:17:03.440
trader C,EUR/AUD,Closed,Put,1.85,1000,850,1.55789,1.55727,2021-04-22 12:18:08.560,2021-04-22 12:30:00.000
trader C,AUD/USD,Closed,Put,1.85,1500,1275,0.68654,0.68646,2019-10-30 06:15:02.790,2019-10-30 06:20:02.790
trader C,NZD/JPY,Closed,Call,1.9,1000,-1000,72.06,72.059,2020-11-23 05:22:04.290,2020-11-23 05:23:04.290
trader C,NZD/JPY,Closed,Put,1.85,5000,4250,63.916,63.884,2020-05-15 13:44:59.580,2020-05-15 13:50:00.000
trader C,NZD/JPY,Closed,Put,1.85,2000,-2000,71.876,71.886,2020-11-18 14:31:47.390,2020-11-18 14:35:00.000
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.64492,0.64505,2020-05-13 16:45:03.980,2020-05-13 16:46:03.980
trader C,EUR/JPY,Closed,Put,1.85,5000,-5000,115.999,116.018,2020-05-18 06:25:35.720,2020-05-18 06:30:00.000
trader C,EUR/JPY,Closed,Put,1.88,1000,-1000,119.433,119.476,2019-10-14 13:10:00.310,2019-10-14 13:15:00.000
trader C,GBP/JPY,Closed,Call,1.9,1000,900,136.054,136.06,2020-07-21 08:05:00.940,2020-07-21 08:08:00.940
trader C,USD/JPY,Sold,Put,1.88,3000,-2080.44,106.916,106.935,2019-10-07 13:05:01.320,2019-10-07 13:08:18.610
trader C,EUR/JPY,Closed,Put,1.95,1000,-1000,119.114,119.126,2019-09-17 05:56:59.100,2019-09-17 05:57:59.100
trader C,USD/JPY,Closed,Put,1.85,1000,850,106.381,106.367,2020-05-07 07:50:02.160,2020-05-07 07:55:02.160
trader C,AUD/USD,Closed,Put,1.85,3000,2550,0.68659,0.68643,2019-10-29 14:50:10.190,2019-10-29 14:55:10.190
trader C,USD/JPY,Closed,Call,1.88,1000,-1000,108.727,108.726,2019-10-16 15:35:01.310,2019-10-16 15:40:00.000
trader C,EUR/USD,Closed,Put,1.85,1500,-1500,1.18792,1.18818,2020-11-17 13:10:10.680,2020-11-17 13:15:00.000
trader C,GBP/JPY,Closed,Put,1.85,10050,8542.5,132.907,132.901,2020-04-29 02:59:36.810,2020-04-29 03:05:00.000
trader C,NZD/JPY,Closed,Put,1.85,1000,850,63.913,63.884,2020-05-15 13:44:35.170,2020-05-15 13:50:00.000
trader A,BITCOIN,Closed,Call,2.05,1800,-1800,36283.3,36255.8,2021-06-18 17:38:12.320,2021-06-18 17:41:12.320
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.024,107.074,2020-04-01 16:12:58.010,2020-04-01 16:15:58.010
trader C,GBP/AUD,Closed,Put,1.85,1000,850,1.81947,1.81931,2020-12-02 05:00:24.460,2020-12-02 05:00:24.460
trader C,EUR/JPY,Closed,Call,1.9,1000,900,122.04,122.05,2020-07-17 05:39:11.550,2020-07-17 05:39:11.550
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.09,1.09021,2020-05-05 08:18:22.180,2020-05-05 08:20:00.000
trader C,USD/CAD,Closed,Put,1.85,5000,-5000,1.40713,1.40834,2020-05-05 08:40:45.030,2020-05-05 08:45:00.000
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.19692,1.19676,2021-04-14 07:00:00.870,2021-04-14 07:01:00.870
trader C,EUR/JPY,Closed,Call,1.85,1500,-1500,120.779,120.777,2019-11-04 00:45:00.150,2019-11-04 00:50:00.150
trader C,EUR/USD,Closed,Put,1.9,1000,-1000,1.21347,1.21373,2021-02-10 13:35:56.530,2021-02-10 13:35:56.530
trader C,GBP/JPY,Closed,Call,1.85,5000,4250,133.311,133.43,2020-04-27 06:20:01.570,2020-04-27 06:25:00.000
trader C,USD/JPY,Closed,Put,1.9,10500,9450,107.027,106.973,2021-03-03 15:56:04.360,2021-03-03 15:59:04.360
trader C,EUR/USD,Closed,Call,1.9,1000,900,1.13733,1.13742,2020-07-16 19:12:04.480,2020-07-16 19:15:04.480
trader C,USD/JPY,Closed,Put,1.85,1000,-1000,108.414,108.464,2019-11-14 23:35:00.570,2019-11-14 23:40:00.570
trader C,EUR/USD,Closed,Put,1.9,1000,900,1.1888,1.18872,2021-03-19 15:09:15.640,2021-03-19 15:12:15.640
trader C,GBP/JPY,Closed,Put,1.9,1000,-1000,131.878,131.882,2020-05-27 16:15:01.160,2020-05-27 16:18:01.160
trader C,USD/JPY,Closed,Put,1.85,2000,-2000,107.788,107.796,2020-05-20 03:35:05.300,2020-05-20 03:40:05.300
trader C,EUR/JPY,Closed,Put,1.9,1000,900,116.431,116.413,2020-05-18 13:01:59.210,2020-05-18 13:04:59.210
trader C,GOLD,Closed,Put,1.88,20000,17600,1641.75,1641.15,2020-03-05 06:59:56.350,2020-03-05 07:05:00.000
trader C,USD/JPY,Closed,Put,1.95,1000,-1000,108.711,108.711,2019-10-16 17:25:59.570,2019-10-16 17:26:59.570
trader C,AUD/USD,Closed,Call,1.9,1000,-1000,0.69661,0.69647,2020-06-09 06:40:58.790,2020-06-09 06:43:58.790
trader C,EUR/JPY,Closed,Put,1.85,5000,4250,116.042,116.029,2020-05-18 06:30:26.050,2020-05-18 06:35:00.000
trader C,USD/CHF,Closed,Put,1.85,5000,4250,0.97316,0.97311,2020-05-15 16:55:10.420,2020-05-15 17:00:00.000
trader C,EUR/USD,Sold,Put,1.85,1000,-120.013,1.1849,1.18489,2020-11-19 02:38:54.980,2020-11-19 02:41:37.203
trader C,AUD/USD,Closed,Call,1.88,20000,17600,0.65862,0.65877,2020-03-06 02:49:53.730,2020-03-06 02:55:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,108.811,108.81,2021-03-25 00:01:08.700,2021-03-25 00:02:08.700
trader C,USD/JPY,Closed,Put,1.9,1000,-1000,110.319,110.325,2021-03-30 23:53:56.900,2021-03-30 23:54:56.900
trader C,USD/JPY,Closed,Call,1.85,1000,850,107.356,107.374,2020-05-12 03:41:01.650,2020-05-12 03:46:01.650
trader C,EUR/USD,Closed,Put,1.85,1000,-1000,1.08515,1.08527,2020-05-13 05:33:10.050,2020-05-13 05:40:00.000
trader C,USD/JPY,Closed,Put,1.95,5000,-5000,109.118,109.121,2021-05-07 00:54:36.410,2021-05-07 00:55:06.410
trader C,NZD/JPY,Sold,Put,1.85,1000,-925.218,71.766,71.794,2020-11-17 15:57:22.090,2020-11-17 16:02:11.497
trader C,USD/JPY,Closed,Call,1.85,1000,-1000,109.826,109.825,2021-04-08 00:34:59.740,2021-04-08 00:39:59.740
trader C,NZD/JPY,Closed,Put,1.85,5000,4250,63.922,63.906,2020-05-18 10:15:01.790,2020-05-18 10:20:00.000
trader C,EUR/JPY,Closed,Call,1.85,3900,-3900,121.055,121.043,2019-11-05 10:55:02.120,2019-11-05 11:00:02.120
trader C,USD/CHF,Closed,Put,1.85,20000,-20000,0.97319,0.97361,2020-04-27 11:00:01.160,2020-04-27 11:05:00.000
trader C,EUR/USD,Sold,Call,1.88,1000,-682.489,1.10165,1.10161,2020-01-29 01:58:25.880,2020-01-29 02:07:43.370
trader C,NZD/USD,Sold,Put,1.85,1000,-703.325,0.60688,0.6071,2020-05-05 13:41:25.710,2020-05-05 13:42:05.467
trader C,AUD/USD,Closed,Put,1.85,1000,850,0.64803,0.64758,2020-05-18 13:07:36.620,2020-05-18 13:15:00.000
trader C,GBP/JPY,Closed,Put,1.85,1000,850,134.205,134.16,2020-04-07 11:10:03.450,2020-04-07 11:15:00.000
trader C,USD/JPY,Closed,Put,1.85,4000,-4000,106.95,106.967,2020-05-11 04:06:59.270,2020-05-11 04:11:59.270
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,116.002,116.031,2020-04-23 23:25:33.700,2020-04-23 23:30:00.000
trader C,EUR/GBP,Closed,Call,1.85,1000,-1000,0.89127,0.89123,2020-11-26 12:00:00.230,2020-11-26 12:05:00.000
trader C,EUR/JPY,Closed,Put,1.85,1000,850,120.392,120.388,2019-11-11 15:54:59.430,2019-11-11 15:59:59.430
trader C,GBP/AUD,Closed,Call,1.85,5000,4250,1.82945,1.83166,2020-06-15 13:54:25.850,2020-06-15 14:00:00.000
trader C,AUD/USD,Closed,Call,1.9,1000,900,0.75822,0.75856,2021-03-24 23:01:42.530,2021-03-24 23:01:42.530
trader C,EUR/JPY,Closed,Put,1.9,1000,-1000,124.03,124.031,2020-07-22 17:51:39.910,2020-07-22 17:54:39.910
trader C,AUD/NZD,Closed,Put,1.85,6000,-6000,1.07534,1.07546,2021-03-10 05:50:02.920,2021-03-10 05:55:00.000
trader C,USD/JPY,Closed,Put,1.9,1000,900,107.284,107.27,2020-05-15 16:36:02.120,2020-05-15 16:39:02.120
trader C,AUD/USD,Closed,Put,1.85,1000,-1000,0.7645,0.76467,2021-04-13 23:05:23.410,2021-04-13 23:10:23.410
trader C,EUR/USD,Closed,Call,1.88,1000,880,1.09957,1.0996,2019-11-29 11:50:00.040,2019-11-29 11:55:00.000
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,115.995,116.003,2020-05-18 06:20:28.310,2020-05-18 06:25:00.000
trader C,USD/JPY,Sold,Call,1.85,8000,-5117.58,108.964,108.953,2019-11-06 13:34:59.800,2019-11-06 13:36:10.147
trader C,USD/CHF,Closed,Put,1.85,1000,850,0.97351,0.97302,2020-05-15 08:50:04.810,2020-05-15 08:55:00.000
trader C,USD/JPY,Closed,Put,1.95,1000,950,108.722,108.721,2019-10-16 18:17:56.680,2019-10-16 18:18:56.680
trader C,EUR/AUD,Closed,Call,1.85,6000,5100,1.54742,1.54797,2021-03-08 16:49:54.070,2021-03-08 16:55:00.000
trader C,NZD/JPY,Closed,Call,1.95,1000,950,67.573,67.587,2019-09-23 05:08:12.720,2019-09-23 05:09:12.720
trader C,USD/JPY,Closed,Put,1.9,2000,1800,107.332,107.313,2020-05-15 02:26:05.700,2020-05-15 02:29:05.700
trader C,EUR/JPY,Closed,Call,1.88,1000,880,121.073,121.077,2019-10-21 13:15:09.530,2019-10-21 13:15:09.530
trader C,USD/JPY,Closed,Call,1.9,2000,1800,107.201,107.208,2020-05-15 03:38:08.480,2020-05-15 03:41:08.480
trader C,NZD/JPY,Closed,Call,1.9,1000,-1000,72.04,72.038,2020-11-23 06:41:25.290,2020-11-23 06:44:25.290
trader C,USD/JPY,Closed,Call,1.85,2000,1700,107.713,107.732,2020-05-20 03:07:03.220,2020-05-20 03:12:03.220
trader C,USD/JPY,Closed,Call,1.9,4000,-4000,107.889,107.875,2020-05-20 01:04:13.780,2020-05-20 01:07:13.780
trader C,AUD/NZD,Closed,Put,1.85,5000,-5000,1.07667,1.07683,2021-03-09 15:16:24.020,2021-03-09 15:30:00.000
trader C,USD/JPY,Closed,Call,1.85,5000,4250,107.28,107.3,2020-05-11 10:30:01.320,2020-05-11 10:35:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,109.112,109.11,2020-06-04 08:37:54.190,2020-06-04 08:38:54.190
trader C,USD/JPY,Closed,Put,1.9,2000,-2000,104.376,104.395,2020-11-25 10:07:02.100,2020-11-25 10:08:02.100
trader C,EUR/JPY,Closed,Put,1.88,2000,1760,119.471,119.429,2019-10-14 13:15:01.210,2019-10-14 13:20:00.000
trader A,BITCOIN,Closed,Call,2.05,5250,5512.5,35252.4,35308,2021-06-21 01:44:44.360,2021-06-21 01:47:44.360
trader C,EUR/JPY,Closed,Call,1.9,2000,-2000,118.232,118.217,2020-04-07 08:34:59.680,2020-04-07 08:35:59.680
trader C,AUD/JPY,Closed,Put,1.95,1000,950,83.362,83.361,2021-04-13 16:02:00.580,2021-04-13 16:02:30.580
trader C,EUR/JPY,Closed,Put,1.85,1000,-1000,126.498,126.501,2021-01-14 10:10:40.610,2021-01-14 10:15:00.000
trader C,AUD/USD,Sold,Call,1.85,3000,-2803.76,0.75885,0.75867,2021-03-25 23:02:20.730,2021-03-25 23:04:03.230
trader C,EUR/JPY,Closed,Call,1.85,1000,850,124.222,124.254,2020-11-26 09:02:57.090,2020-11-26 09:05:00.000
trader C,USD/CHF,Sold,Call,1.88,1000,75.7472,0.989,0.98907,2019-09-24 11:10:49.340,2019-09-24 11:14:27.223
trader C,EUR/USD,Sold,Put,1.85,1000,-467.876,1.08674,1.08694,2020-04-09 12:15:37.920,2020-04-09 12:19:52.680
trader C,USD/JPY,Closed,Put,1.85,1000,-1000,106.373,106.391,2020-05-08 03:05:01.800,2020-05-08 03:10:01.800
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.19077,1.19085,2020-11-26 09:50:34.410,2020-11-26 09:55:00.000
trader C,GBP/JPY,Closed,Put,1.85,1000,-1000,133.221,133.294,2020-04-27 10:35:04.710,2020-04-27 10:40:00.000
trader C,AUD/USD,Closed,Put,1.9,1000,-1000,0.69979,0.69996,2020-06-10 05:44:01.650,2020-06-10 05:47:01.650
trader C,NZD/USD,Closed,Call,1.85,1000,850,0.71759,0.71781,2021-04-19 15:45:04.580,2021-04-19 15:55:00.000
trader C,CAD/JPY,Closed,Call,1.85,1000,-1000,79.348,79.339,2020-11-23 04:09:19.690,2020-11-23 04:15:00.000
trader C,AUD/USD,Closed,Call,1.85,1000,850,0.72329,0.7233,2020-11-13 07:26:15.210,2020-11-13 07:35:00.000
trader C,GBP/JPY,Closed,Put,1.85,1000,850,151.01,150.929,2021-04-27 14:55:35.350,2021-04-27 15:00:00.000
trader C,EUR/JPY,Closed,Put,1.85,6000,-6000,128.819,128.823,2021-03-08 12:04:58.570,2021-03-08 12:10:00.000
trader C,NZD/JPY,Closed,Put,1.95,1000,950,68.618,68.617,2019-09-16 16:17:04.730,2019-09-16 16:18:04.730
trader C,EUR/USD,Closed,Call,1.85,1000,850,1.17559,1.17569,2020-11-11 13:58:59.700,2020-11-11 14:03:59.700
trader C,EUR/JPY,Closed,Call,1.88,1000,880,120.193,120.204,2019-11-12 16:39:59.730,2019-11-12 16:45:00.000
trader C,USD/JPY,Closed,Call,1.9,1000,-1000,110.769,110.759,2021-03-31 23:59:00.600,2021-04-01 00:00:00.600
trader C,EUR/USD,Closed,Put,1.85,1000,850,1.08577,1.08544,2020-04-27 06:25:34.340,2020-04-27 06:35:00.000
trader C,GBP/JPY,Closed,Put,1.95,1000,-1000,132.954,132.971,2019-09-30 15:19:08.990,2019-09-30 15:20:08.990
trader C,AUD/USD,Closed,Put,1.85,1000,-1000,0.7741,0.77463,2021-03-16 11:40:01.150,2021-03-16 11:50:00.000
trader C,GBP/JPY,Sold,Put,1.85,1000,85.7829,138.136,138.124,2020-11-16 06:56:10.660,2020-11-16 07:06:32.873
trader C,GBP/JPY,Closed,Call,1.95,1000,950,134.109,134.113,2019-09-16 15:46:58.930,2019-09-16 15:47:58.930
trader C,GOLD,Closed,Put,1.85,11000,-11000,1752.35,1754.24,2020-06-22 12:34:48.370,2020-06-22 12:40:00.000
trader C,USD/JPY,Closed,Put,1.85,1700,1445,108.722,108.704,2019-11-04 23:35:04.310,2019-11-04 23:40:04.310
trader C,USD/JPY,Closed,Call,1.9,1000,900,107.028,107.071,2020-04-01 16:23:02.150,2020-04-01 16:26:02.150
trader C,USD/JPY,Closed,Call,1.85,2000,1700,107.371,107.381,2020-05-19 05:32:10.000,2020-05-19 05:37:10.000
trader C,EUR/USD,Closed,Call,1.85,1700,1445,1.1006,1.10069,2019-11-12 19:06:03.050,2019-11-12 19:11:03.050
trader C,USD/JPY,Closed,Put,1.9,1000,900,108.982,108.978,2021-03-16 19:30:08.370,2021-03-16 19:33:08.370
trader C,AUD/USD,Closed,Call,1.85,11000,-11000,0.68743,0.68728,2020-06-25 10:47:33.830,2020-06-25 10:50:00.000
trader C,EUR/JPY,Closed,Call,1.95,1000,950,119.412,119.42,2019-09-17 13:55:00.430,2019-09-17 13:56:00.430
trader C,GBP/USD,Closed,Put,1.85,1000,850,1.39883,1.39882,2021-04-19 15:25:04.690,2021-04-19 15:30:00.000
